Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
nike-air-max-1-87-qs-gorge-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/AIRMAX_DV3887_2.png?v=1737474596,2,,,,,,,,,,,,,,,,,,,,,
nike-air-max-1-87-qs-gorge-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/NIKESIZECHAT1.png?v=1737977478,3,,,,,,,,,,,,,,,,,,,,,
nike-air-max-1-87-qs-gorge-green,,,,,,,,,US 10 (W),,,DV3887-400,,,,deny,manual,85.0,155.0,,,,https://notorious-plug.com/cdn/shop/files/AIRMAX_DV3887_1.png?v=1737474596,1,,,,,,,,,,,,,,,,,,,,,active
nike-air-max-1-87-qs-gorge-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/AIRMAX_DV3887_2.png?v=1737474596,2,,,,,,,,,,,,,,,,,,,,,
nike-air-max-1-87-qs-gorge-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/NIKESIZECHAT1.png?v=1737977478,3,,,,,,,,,,,,,,,,,,,,,
nike-air-max-1-87-qs-gorge-green,,,,,,,,,US 13 (W),,,DV3887-400,,,,deny,manual,85.0,155.0,,,,https://notorious-plug.com/cdn/shop/files/AIRMAX_DV3887_1.png?v=1737474596,1,,,,,,,,,,,,,,,,,,,,,active
nike-air-max-1-87-qs-gorge-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/AIRMAX_DV3887_2.png?v=1737474596,2,,,,,,,,,,,,,,,,,,,,,
nike-air-max-1-87-qs-gorge-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/NIKESIZECHAT1.png?v=1737977478,3,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-orange,JACQUEMUS LE CHIQUITO HOMME ORANGE,<p><p>Signature mini handbag<br/><br/>- Suede leather structured bag<br/>- Reinforced handle<br/>- Magnetic flap closure<br/>- Long removable strap<br/>- Engraved lobster clip<br/>- Gold metal logo and hardware<br/>- Fully lined in cotton<br/>- Dyed edges<br/>- 12 x 9 cm</p><br/><br/>100% Cowskin<br/>Made in Italy<br/></p>,Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,215BA001-3040-750,,,,deny,manual,225.0,450.0,,,,https://notorious-plug.com/cdn/shop/files/JQ_ORANGEHOME1.png?v=1748341784,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-chiquito-orange,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JQ_ORANGEHOMME2.png?v=1748341784,2,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-orange,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_ORANGE2.png?v=1748341784,3,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-orange,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_ORANGE.png?v=1748341784,4,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-yellow,JACQUEMUS LE CHIQUITO YELLOW,<p><p>Signature mini handbag<br/><br/>- Suede leather structured bag<br/>- Reinforced handle<br/>- Magnetic flap closure<br/>- Long removable strap<br/>- Engraved lobster clip<br/>- Gold metal logo and hardware<br/>- Fully lined in cotton<br/>- Dyed edges<br/>- 12 x 9 cm</p><br/><br/>100% Cowskin<br/>Made in Italy<br/></p>,Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,213BA001-3061-250,,,,deny,manual,200.0,520.0,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_YELLOW.png?v=1737388977,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-chiquito-yellow,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_YELLOW2.png?v=1737388976,2,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-yellow,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_YELLOW3.png?v=1737388976,3,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-moyen-light-green,JACQUEMUS LE CHIQUITO MOYEN LIGHT GREEN,<p><p>Buffed leather top handle bag in green. Logo hardware at face. · Rolled carry handle at top · Adjustable and detachable shoulder strap · Foldover flap with magnetic press-stud closure · Card slot and leather logo patch at interior · Twill lining in beige · Gold-tone hardware · H5.5 x W7 x D3.25 in Supplier color: Light green</p></p>,Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,213BA002-3060-510,,,,deny,manual,350.0,710.0,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_MOYEN_LG.png?v=1737222112,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-chiquito-moyen-light-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_MOYEN_LG2.png?v=1737222114,2,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-moyen-light-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_MOYEN_LG3.png?v=1737222113,3,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-carinu-white,JACQUEMUS LE CARINU WHITE,"<p><p>The Le Carinu. It’s sculpted from buttery smooth leather to a sleek, boxy profile that’s stripped back of any fussy details, save for the wide shoulder strap and the French label’s moniker in gold-tone lettering across the front.</p><br/>100% cow leather; lining 100% cotton</p>",Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,,,,,deny,manual,275.0,540.0,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINU_WHITE.png?v=1737221766,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-carinu-white,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINU_WHITE3.png?v=1737221766,2,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-carinu-white,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINU_WHITE4.png?v=1737221767,3,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-carinu-white,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINU_WHITE2.png?v=1737221765,4,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-carinu-pink,JACQUEMUS LE CARINU PINK,"<p><p>The Le Carinu. It’s sculpted from buttery smooth leather to a sleek, boxy profile that’s stripped back of any fussy details, save for the wide shoulder strap and the French label’s moniker in gold-tone lettering across the front.</p><br/>100% cow leather; lining 100% cotton</p>",Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,213BA08-300-450,,,,deny,manual,275.0,540.0,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINUPINK1.png?v=1737468008,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-carinu-pink,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINUPINK2.png?v=1737468008,2,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-carinu-pink,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINUPINK3.png?v=1737468008,3,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-carinu-pink,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECARINUPINK4.png?v=1737468008,4,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-noeud-yellow,JACQUEMUS LE CHIQUITO NOEUD YELLOW,"<p><p>Coiled leather handbag<br/><br/>- Extendable top handle that can be wrapped and snapped closed<br/>- Magnetic flap closure<br/>- Long removable strap<br/>- Interior pocket<br/>- Gold metal logo and hardware<br/>- Fully lined<br/>- Painted edges<br/>- 18 x 13,5 cm<br/><br/>Each leather is unique and has been carefully selected by our team. Its irregularities and color variations are natural. To preserve the original condition of this piece, we recommend keeping it out of the sun and away from cosmetics, water and heat sources. It can be stored in its pouch in a dry place.</p><br/><br/>100% Leather<br/></p>",Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,213BA005-3032-250,,,,deny,manual,375.0,740.0,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITOND_YELLOW.png?v=1737217662,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-chiquito-noeud-yellow,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITOND_YELLOW2.png?v=1737217663,2,,,,,,,,,,,,,,,,,,,,,
jacquemus-le-chiquito-light-green,JACQUEMUS LE CHIQUITO LIGHT GREEN,<p><p>Signature mini handbag<br/><br/>- Smooth leather structured bag<br/>- Reinforced handle<br/>- Magnetic flap closure<br/>- Long removable strap<br/>- Engraved lobster clip<br/>- Gold metal logo and hardware<br/>- Fully lined in cotton<br/>- Dyed edges<br/>- 12 x 9 cm</p><br/><br/>100% Cowskin<br/>Made in Italy<br/></p>,Jacquemus,accessories,,"NOTFORLTS, ACCESSORIES, ALL PRODUCTS, BAGS, JACQUEMUS, JACQUEMUS, OUR PICKS, WOMENS, Women, All Women",TRUE,Size,O/S,,,213BA001-3028-510,,,,deny,manual,250.0,520.0,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_LTGREEN.png?v=1737215982,1,,,,,,,,,,,,,,,,,,,,,active
jacquemus-le-chiquito-light-green,,,,,,,,,,,,,,,,,,,,,,,https://notorious-plug.com/cdn/shop/files/JCQ_LECHIQUITO_LTGREEN2.png?v=1737215981,2,,,,,,,,,,,,,,,,,,,,,
